设备编号,货道名称,商品名称,商品编号,分类,参考价格,实际价格,可售库存,合计库存
`FS100497,货道13,雅哈[冰咖啡](PET450ml),INTR470011686,饮料,5.5,5.5,99968,99968
`FS100497,货道14,,,,,,0,0
`FS100497,货道15,红牛金罐(CAN250ml),INTR442012892,饮料,6,6,99969,99969
`FS100497,货道16,,,,,,0,0
`FS100497,货道17,红牛金罐(CAN250ml),INTR442012892,饮料,6,6,99964,99964
`FS100497,货道19,统一轻啵苏打水[柠檬味](PET500ml),INTR773011687,饮料,3.5,3.5,99979,99979
`FS100497,货道21,统一轻啵苏打水[柠檬味](PET500ml),INTR773011687,饮料,3.5,3.5,99979,99979
`FS100497,货道23,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,99833,99833
`FS100497,货道24,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,99921,99921
`FS100497,货道25,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,99898,99898
`FS100497,货道26,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99938,99938
`FS100497,货道27,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99935,99935
`FS100497,货道28,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99962,99962
`FS100497,货道29,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,99828,99828
`FS100497,货道30,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99948,99948
`FS100497,货道31,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99953,99953
`FS100497,货道32,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99962,99962
`FS100497,货道33,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99950,99950
`FS100497,货道34,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99971,99971
`FS100451,货道1,怡宝火咖[意式倍醇](CAN280ml),INTR284012885,饮料,4,4,99989,99989
`FS100451,货道2,爱朵拉拿铁咖啡(CAN310ml),INTR459011637,饮料,4,4,99990,99990
`FS100451,货道3,爱朵拉拿铁咖啡(CAN310ml),INTR459011637,饮料,4,4,99997,99997
`FS100451,货道4,娃哈哈桂圆莲子八宝粥(CAN360ml),INTR218012884,食品,4,4,99985,99985
`FS100451,货道5,李子园果蔬酸奶(PET280ml),INTR644012893,饮料,5.5,5,99993,99993
`FS100451,货道6,旺旺牛奶(CAN245ml),INTR783012872,饮料,6,6,99985,99985
`FS100451,货道7,雅哈[冰咖啡](PET450ml),INTR470011686,饮料,5.5,5.5,99989,99989
`FS100451,货道8,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99989,99989
`FS100451,货道9,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99987,99987
`FS100451,货道10,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99989,99989
`FS100451,货道11,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99991,99991
`FS100451,货道13,雅哈[冰咖啡](PET450ml),INTR470011686,饮料,5.5,5.5,99984,99984
`FS100451,货道14,,,,,,0,0
`FS100451,货道15,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99989,99989
`FS100451,货道16,,,,,,0,0
`FS100451,货道17,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99992,99992
`FS100451,货道19,红牛金罐(CAN250ml),INTR442012892,饮料,6,6,99992,99992
`FS100451,货道21,红牛金罐(CAN250ml),INTR442012892,饮料,6,6,99994,99994
`FS100451,货道23,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,99980,99980
`FS100451,货道24,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,99987,99987
`FS100451,货道25,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,99981,99981
`FS100451,货道26,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99982,99982
`FS100451,货道27,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99984,99984
`FS100451,货道28,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99991,99991
`FS100451,货道29,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,99998,99998
`FS100451,货道30,饮养四季[金桔柠檬](PET500ml),INTR372011680,饮料,3.5,3.5,99995,99995
`FS100451,货道31,饮养四季[金桔柠檬](PET500ml),INTR372011680,饮料,3.5,3.5,99990,99990
`FS100451,货道32,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,99979,99979
`FS100451,货道33,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99992,99992
`FS100451,货道34,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99992,99992
`FS100129,货道1,优好滋港式奶茶(CAN310ml),INTR029012897,饮料,4,4,99997,99997
`FS100129,货道2,优好滋港式奶茶(CAN310ml),INTR029012897,饮料,4,4,99997,99997
`FS100129,货道3,爱朵拉拿铁咖啡(CAN310ml),INTR459011637,饮料,4,4,99995,99995
`FS100129,货道4,爱朵拉拿铁咖啡(CAN310ml),INTR459011637,饮料,4,4,99998,99998
`FS100129,货道5,红牛金罐(CAN250ml),INTR442012892,饮料,6,6,99996,99996
`FS100129,货道6,红牛金罐(CAN250ml),INTR442012892,饮料,6,6,99989,99989
`FS100129,货道7,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99983,99983
`FS100129,货道8,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99994,99994
`FS100129,货道9,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99985,99985
`FS100129,货道10,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99975,99975
`FS100129,货道11,雅哈[冰咖啡](PET450ml),INTR470011686,饮料,5.5,5.5,99994,99994
`FS100129,货道13,可口可乐[自购版](PET500ml),INTR724012203,饮料,3.5,3.5,99935,99935
`FS100129,货道14,,,,,,0,0
`FS100129,货道15,雪碧[自购版](PET500ml),INTR175012204,饮料,3.5,3.5,99955,99955
`FS100129,货道16,,,,,,0,0
`FS100129,货道17,农夫山泉(PET550ml),INTR993012106,矿泉水,2,2,99953,99953
`FS100129,货道19,饮养四季[金桔柠檬](PET500ml),INTR372011680,饮料,3.5,3.5,99984,99984
`FS100129,货道21,农夫山泉(PET550ml),INTR993012106,矿泉水,2,2,99969,99969
`FS100129,货道23,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,99996,99996
`FS100129,货道24,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,99967,99967
`FS100129,货道25,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,99918,99918
`FS100129,货道26,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99990,99990
`FS100129,货道27,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99981,99981
`FS100129,货道28,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99978,99978
`FS100129,货道29,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,99993,99993
`FS100129,货道30,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99982,99982
`FS100129,货道31,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99985,99985
`FS100129,货道32,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99998,99998
`FS100129,货道33,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99993,99993
`FS100129,货道34,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99995,99995
`FS101000,货道1,优好滋港式奶茶(CAN310ml),INTR029012897,饮料,4,4,99992,99992
`FS101000,货道2,娃哈哈桂圆莲子八宝粥(CAN360ml),INTR218012884,食品,4,4,99951,99951
`FS101000,货道3,优好滋港式奶茶(CAN310ml),INTR029012897,饮料,4,4,99987,99987
`FS101000,货道4,优好滋港式奶茶(CAN310ml),INTR029012897,饮料,4,4,99994,99994
`FS101000,货道5,爱朵拉拿铁咖啡(CAN310ml),INTR459011637,饮料,4,4,99980,99980
`FS101000,货道6,爱朵拉拿铁咖啡(CAN310ml),INTR459011637,饮料,4,4,99985,99985
`FS101000,货道7,雅哈[冰咖啡](PET450ml),INTR470011686,饮料,5.5,5.5,99947,99947
`FS101000,货道8,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99954,99954
`FS101000,货道9,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99985,99985
`FS101000,货道10,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99973,99973
`FS101000,货道11,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99965,99965
`FS101000,货道13,雅哈[冰咖啡](PET450ml),INTR470011686,饮料,5.5,5.5,99950,99950
`FS101000,货道14,,,,,,0,0
`FS101000,货道15,娃哈哈营养快线(PET500ml),INTR409012898,饮料,5,4.5,99941,99941
`FS101000,货道16,,,,,,0,0
`FS101000,货道17,娃哈哈营养快线(PET500ml),INTR409012898,饮料,5,4.5,99931,99931
`FS101000,货道19,统一轻啵苏打水[柠檬味](PET500ml),INTR773011687,饮料,3.5,3.5,99997,99997
`FS101000,货道21,统一轻啵苏打水[柠檬味](PET500ml),INTR773011687,饮料,3.5,3.5,99995,99995
`FS101000,货道23,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,99936,99936
`FS101000,货道24,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,99980,99980
`FS101000,货道25,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,99973,99973
`FS101000,货道26,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99974,99974
`FS101000,货道27,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99983,99983
`FS101000,货道28,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99977,99977
`FS101000,货道29,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,99965,99965
`FS101000,货道30,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99983,99983
`FS101000,货道31,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99981,99981
`FS101000,货道32,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99987,99987
`FS101000,货道33,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99984,99984
`FS101000,货道34,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99982,99982
`FS101035,货道1,米源冰晶葡萄(CAN310ml),INTR290012105,饮料,2.5,2.5,99951,99951
`FS101035,货道2,米源冰晶葡萄(CAN310ml),INTR290012105,饮料,2.5,2.5,99945,99945
`FS101035,货道3,优好滋荔枝爽310ml,INTR860012104,饮料,2.5,3,99955,99955
`FS101035,货道4,优好滋荔枝爽310ml,INTR860012104,饮料,2.5,3,99965,99965
`FS101035,货道5,红牛金罐(CAN250ml),INTR442012892,饮料,6,6,99907,99907
`FS101035,货道6,娃哈哈桂圆莲子八宝粥(CAN360ml),INTR218012884,食品,4,4,99918,99918
`FS101035,货道7,雅哈[冰咖啡](PET450ml),INTR470011686,饮料,5.5,5.5,99797,99797
`FS101035,货道8,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99758,99758
`FS101035,货道9,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99824,99824
`FS101035,货道10,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99843,99843
`FS101035,货道11,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99861,99861
`FS101035,货道13,雅哈[冰咖啡](PET450ml),INTR470011686,饮料,5.5,5.5,99999,99999
`FS101035,货道14,,,,,,0,0
`FS101035,货道15,娃哈哈营养快线(PET500ml),INTR409012898,饮料,5,4.5,99927,99927
`FS101035,货道16,,,,,,0,0
`FS101035,货道17,娃哈哈营养快线(PET500ml),INTR409012898,饮料,5,4.5,99811,99811
`FS101035,货道19,统一轻啵苏打水[柠檬味](PET500ml),INTR773011687,饮料,3.5,3.5,99943,99943
`FS101035,货道21,统一轻啵苏打水[柠檬味](PET500ml),INTR773011687,饮料,3.5,3.5,99964,99964
`FS101035,货道23,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,99724,99724
`FS101035,货道24,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,99842,99842
`FS101035,货道25,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,99842,99842
`FS101035,货道26,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99835,99835
`FS101035,货道27,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99829,99829
`FS101035,货道28,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99867,99867
`FS101035,货道29,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,99760,99760
`FS101035,货道30,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99856,99856
`FS101035,货道31,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99856,99856
`FS101035,货道32,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99928,99928
`FS101035,货道33,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99938,99938
`FS101035,货道34,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99933,99933
`FS100980,货道1,统一奶茶[麦香](CAN310ml),106623,开门柜,5,4,99988,99988
`FS100980,货道2,统一奶茶[麦香](CAN310ml),106623,开门柜,5,4,99995,99995
`FS100980,货道3,优好滋港式奶茶(CAN310ml),INTR029012897,饮料,4,4,99980,99980
`FS100980,货道4,优好滋港式奶茶(CAN310ml),INTR029012897,饮料,4,4,99986,99986
`FS100980,货道5,红牛金罐(CAN250ml),INTR442012892,饮料,6,6,99960,99960
`FS100980,货道6,红牛金罐(CAN250ml),INTR442012892,饮料,6,6,99959,99959
`FS100980,货道7,雅哈[冰咖啡](PET450ml),INTR470011686,饮料,5.5,5.5,99917,99917
`FS100980,货道8,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99911,99911
`FS100980,货道9,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99935,99935
`FS100980,货道10,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99924,99924
`FS100980,货道11,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,99933,99933
`FS100980,货道13,雅哈[冰咖啡](PET450ml),INTR470011686,饮料,5.5,5.5,99952,99952
`FS100980,货道14,,,,,,0,0
`FS100980,货道15,娃哈哈营养快线(PET500ml),INTR409012898,饮料,5,5,99946,99946
`FS100980,货道16,,,,,,0,0
`FS100980,货道17,娃哈哈营养快线(PET500ml),INTR409012898,饮料,5,5,99944,99944
`FS100980,货道19,统一轻啵苏打水[柠檬味](PET500ml),INTR773011687,饮料,3.5,3.5,99990,99990
`FS100980,货道21,统一轻啵苏打水[柠檬味](PET500ml),INTR773011687,饮料,3.5,3.5,99987,99987
`FS100980,货道23,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,99952,99952
`FS100980,货道24,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,99947,99947
`FS100980,货道25,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,99927,99927
`FS100980,货道26,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99955,99955
`FS100980,货道27,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99981,99981
`FS100980,货道28,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99983,99983
`FS100980,货道29,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,99944,99944
`FS100980,货道30,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99964,99964
`FS100980,货道31,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99976,99976
`FS100980,货道32,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99985,99985
`FS100980,货道33,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99976,99976
`FS100980,货道34,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,99976,99976
`FS101260,货道1,统一冰红茶(CAN310ml),INTR115011662,饮料,2.5,2.5,99955,99955
`FS101260,货道2,统一冰红茶(CAN310ml),INTR115011662,饮料,2.5,2.5,99950,99950
`FS101260,货道3,雪碧[自购版](CAN330ml),INTR685011636,饮料,3,3,99982,99982
`FS101260,货道4,雪碧[自购版](CAN330ml),INTR685011636,饮料,3,3,99988,99988
`FS101260,货道5,统一鲜橙多(CAN310ml),INTR767011663,饮料,3,3,99985,99985
`FS101260,货道6,统一鲜橙多(CAN310ml),INTR767011663,饮料,3,3,99977,99977
`FS101260,货道7,娃哈哈葡萄汁(PET500ml),INTR106013579,饮料,3,3.5,99915,99915
`FS101260,货道8,娃哈哈葡萄汁(PET500ml),INTR106013579,饮料,3,3.5,99957,99957
`FS101260,货道9,娃哈哈葡萄汁(PET500ml),INTR106013579,饮料,3,3.5,99952,99952
`FS101260,货道10,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99992,99992
`FS101260,货道11,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99980,99980
`FS101260,货道13,可口可乐[自购版](PET500ml),INTR724012203,饮料,3.5,3.5,99892,99892
`FS101260,货道14,,,,,3.5,0,0
`FS101260,货道15,可口可乐[自购版](PET500ml),INTR724012203,饮料,3.5,3.5,99906,99906
`FS101260,货道16,,,,,,0,0
`FS101260,货道17,可口可乐[自购版](PET500ml),INTR724012203,饮料,3.5,3.5,99956,99956
`FS101260,货道19,农夫山泉力量帝维他命水(PET500ml),INTR911012108,饮料,5,5,99986,99986
`FS101260,货道21,农夫山泉力量帝维他命水(PET500ml),INTR911012108,饮料,5,5,99981,99981
`FS101260,货道23,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,99953,99953
`FS101260,货道24,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,99845,99845
`FS101260,货道25,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99896,99896
`FS101260,货道26,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,99878,99878
`FS101260,货道27,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,99998,99998
`FS101260,货道28,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,99998,99998
`FS101260,货道29,小茗同学[青柠红茶](PET480ml),INTR297011693,饮料,5,5,99987,99987
`FS101260,货道30,统一冰绿茶[青梅绿茶](PET500ml),INTR469011681,饮料,3,3,99992,99992
`FS101260,货道31,统一轻啵苏打水[柠檬味](PET500ml),INTR773011687,饮料,3.5,3.5,99971,99971
`FS101260,货道32,ALKAQUA[饮用天然矿泉水](PET570ml),INTR997009154,矿泉水,4,4,99895,99895
`FS101260,货道33,统一冰绿茶[青梅绿茶](PET500ml),INTR469011681,饮料,3,3,99989,99989
`FS101260,货道34,统一冰绿茶[青梅绿茶](PET500ml),INTR469011681,饮料,3,3,99993,99993
`FS101374,货道1,统一冰红茶(CAN310ml),INTR115011662,饮料,2.5,2.5,99880,99880
`FS101374,货道2,统一冰红茶(CAN310ml),INTR115011662,饮料,2.5,2.5,99841,99841
`FS101374,货道3,雪碧[自购版](CAN330ml),INTR685011636,饮料,3,3,99776,99776
`FS101374,货道4,雪碧[自购版](CAN330ml),INTR685011636,饮料,3,3,99806,99806
`FS101374,货道5,统一鲜橙多(CAN310ml),INTR767011663,饮料,3,3,99923,99923
`FS101374,货道6,统一鲜橙多(CAN310ml),INTR767011663,饮料,3,3,99941,99941
`FS101374,货道7,娃哈哈葡萄汁(PET500ml),INTR106013579,饮料,3,3.5,99703,99703
`FS101374,货道8,娃哈哈葡萄汁(PET500ml),INTR106013579,饮料,3,3.5,99636,99636
`FS101374,货道9,娃哈哈葡萄汁(PET500ml),INTR106013579,饮料,3,3.5,99533,99533
`FS101374,货道10,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99770,99770
`FS101374,货道11,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,99769,99769
`FS101374,货道13,可口可乐[自购版](PET500ml),INTR724012203,饮料,3.5,3.5,99110,99110
`FS101374,货道14,,,,,,0,0
`FS101374,货道15,可口可乐[自购版](PET500ml),INTR724012203,饮料,3.5,3.5,99038,99038
