设备编号,货道名称,商品名称,商品编号,分类,参考价格,实际价格,可售库存,合计库存
`FS100772,货道8,盐典[PET503ml],INTR217013711,饮料,0,3.5,5,5
`FS100772,货道9,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,10,10
`FS100772,货道10,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,10,10
`FS100772,货道11,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,2,2
`FS100772,货道12,,,,,,0,0
`FS100772,货道13,台福[高钙花生牛奶](CAN365ml),INTR531012172,饮料,3.5,3.5,6,6
`FS100772,货道14,王老吉凉茶(CAN310ml),INTR472012173,饮料,3.5,3.5,14,14
`FS100772,货道15,百事可乐(CAN330ml),INTR785012174,饮料,2.5,2.5,10,10
`FS100772,货道16,统一果汁[金桔柠檬](CAN310ml),1.56473E+17,开门柜,3,2.5,16,16
`FS100772,货道17,统一双萃[柠檬茶](PET500ml),INTR466012427,饮料,3,3,12,12
`FS100772,货道18,,,,,,0,0
`FS100772,货道19,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,6,6
`FS100772,货道20,,,,,,0,0
`FS100772,货道21,可口可乐[自购版](PET500ml),INTR724012203,饮料,3.5,3.5,1,1
`FS100772,货道22,,,,,,0,0
`FS100772,货道23,统一饮养四季[冰糖雪梨](PET500ml),INTR56004726,饮料,3.5,3,18,18
`FS100772,货道24,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,12,12
`FS100772,货道25,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,16,16
`FS100772,货道26,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,9,9
`FS100772,货道27,饮养四季[金桔柠檬](PET500ml),INTR372011680,饮料,3.5,3,9,9
`FS100772,货道28,饮养四季[金桔柠檬](PET500ml),INTR372011680,饮料,3.5,3,7,7
`FS100772,货道29,三得利乌龙茶[无糖](PET500ml),INTR907013377,饮料,5,5,16,16
`FS100772,货道30,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4,0,0
`FS100772,货道31,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4,0,0
`FS100772,货道32,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,4,4
`FS100772,货道33,今麦郎芒顿小镇蜜桃水(PET500ml),INTR133012193,饮料,2.5,2.5,10,10
`FS100772,货道34,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,1,1
`FS100732,货道1,统一果汁[金桔柠檬](CAN310ml),1.56473E+17,开门柜,3,2.5,19,19
`FS100732,货道2,统一好料道[仙草凉茶](CAN310ml),INTR791011678,饮料,4,4,17,17
`FS100732,货道3,统一蜜桃多(CAN310ml),INTR765012351,饮料,3,2.5,14,14
`FS100732,货道4,统一鲜橙多(CAN310ml),INTR767011663,饮料,3,2.5,14,14
`FS100732,货道5,统一鲜橙多(CAN310ml),INTR767011663,饮料,3,2.5,12,12
`FS100732,货道6,统一鲜橙多(CAN310ml),INTR767011663,饮料,3,2.5,10,10
`FS100732,货道7,农夫山泉(PET550ml),INTR993012106,矿泉水,2,2,3,3
`FS100732,货道8,可口可乐[自购版](PET500ml),INTR724012203,饮料,3.5,3.5,4,4
`FS100732,货道9,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,13,13
`FS100732,货道10,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,9,9
`FS100732,货道11,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,8,8
`FS100732,货道12,,,,,,0,0
`FS100732,货道13,台福[高钙花生牛奶](CAN365ml),INTR531012172,饮料,3.5,3.5,12,12
`FS100732,货道14,乐虎维生素功能饮料(CAN250ml),INTR995012194,饮料,5.5,5.5,14,14
`FS100732,货道15,王老吉凉茶(CAN310ml),INTR472012173,饮料,3.5,3.5,17,17
`FS100732,货道16,百事可乐(CAN330ml),INTR785012174,饮料,2.5,2.5,7,7
`FS100732,货道17,统一双萃[柠檬茶](PET500ml),INTR466012427,饮料,3,3,15,15
`FS100732,货道18,,,,,,0,0
`FS100732,货道19,统一双萃[柠檬茶](PET500ml),INTR466012427,饮料,3,3,7,7
`FS100732,货道20,,,,,,0,0
`FS100732,货道21,饮养四季[金桔柠檬](PET500ml),INTR372011680,饮料,3.5,3,6,6
`FS100732,货道22,,,,,,0,0
`FS100732,货道23,统一饮养四季[冰糖雪梨](PET500ml),INTR56004726,饮料,3.5,3,19,19
`FS100732,货道24,统一饮养四季[冰糖雪梨](PET500ml),INTR56004726,饮料,3.5,3,18,18
`FS100732,货道25,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,13,13
`FS100732,货道26,今麦郎芒顿小镇蜜桃水(PET500ml),INTR133012193,饮料,2.5,2.5,7,7
`FS100732,货道27,饮养四季[金桔柠檬](PET500ml),INTR372011680,饮料,3.5,3,10,10
`FS100732,货道28,饮养四季[金桔柠檬](PET500ml),INTR372011680,饮料,3.5,3,5,5
`FS100732,货道29,三得利乌龙茶[无糖](PET500ml),INTR907013377,饮料,5,5,18,18
`FS100732,货道30,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4,0,0
`FS100732,货道31,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4,0,0
`FS100732,货道32,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,4,4
`FS100732,货道33,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,3,3
`FS100732,货道34,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,1,1
`FS101255,货道1,可口可乐[自购版](CAN330ml),INTR121011635,饮料,3,3,9927,9927
`FS101255,货道2,可口可乐[自购版](CAN330ml),INTR121011635,饮料,3,3,9930,9930
`FS101255,货道3,宏宝莱碳酸饮料汽水荔枝味(CAN330ml),INTR992013247,饮料,3,2.5,9933,9933
`FS101255,货道4,宏宝莱碳酸饮料汽水荔枝味(CAN330ml),INTR992013247,饮料,3,2.5,9944,9944
`FS101255,货道5,爱朵拉拿铁咖啡(CAN310ml),INTR459011637,饮料,4,4,9974,9974
`FS101255,货道6,小野[芒果汁](CAN245ml),INTR457012418,饮料,3,3,9984,9984
`FS101255,货道7,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,9949,9949
`FS101255,货道8,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,9944,9944
`FS101255,货道9,统一冰绿茶[青梅绿茶](PET500ml),INTR469011681,饮料,3,3,9940,9940
`FS101255,货道10,统一冰绿茶[青梅绿茶](PET500ml),INTR469011681,饮料,3,3,9949,9949
`FS101255,货道11,饮养四季[金桔柠檬](PET500ml),INTR372011680,饮料,3.5,3.5,9959,9959
`FS101255,货道13,怡宝[纯净水](PET555ml),INTR128012109,矿泉水,2,2,9935,9935
`FS101255,货道14,,,,,0,0,0
`FS101255,货道15,怡宝[纯净水](PET555ml),INTR128012109,矿泉水,2,2,9937,9937
`FS101255,货道16,,,,,0,0,0
`FS101255,货道17,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,9956,9956
`FS101255,货道19,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,9944,9944
`FS101255,货道21,饮养四季[金桔柠檬](PET500ml),INTR372011680,饮料,3.5,3.5,9967,9967
`FS101255,货道23,雪碧[自购版](CAN330ml),INTR685011636,饮料,3,3,9942,9942
`FS101255,货道24,雪碧[自购版](CAN330ml),INTR685011636,饮料,3,3,9948,9948
`FS101255,货道25,体质能量(PET580ml),INTR468012175,饮料,4,4,9937,9937
`FS101255,货道26,体质能量(PET580ml),INTR468012175,饮料,4,4,9945,9945
`FS101255,货道27,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,9953,9953
`FS101255,货道28,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,9963,9963
`FS101255,货道29,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,9969,9969
`FS101255,货道30,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,9966,9966
`FS101255,货道31,海之言[蓝莓](PET500ml),INTR526012420,饮料,4,4,9936,9936
`FS101255,货道32,海之言[蓝莓](PET500ml),INTR526012420,饮料,4,4,9945,9945
`FS101255,货道33,统一蜜桃多(PET450ml),INTR769012352,饮料,3.5,3.5,9982,9982
`FS101255,货道34,统一蜜桃多(PET450ml),INTR769012352,饮料,3.5,3.5,9987,9987
`FS100382,货道1,乐虎维生素功能饮料(CAN250ml),INTR995012194,饮料,5.5,5.5,18,18
`FS100382,货道2,王老吉凉茶(CAN310ml),INTR472012173,饮料,3.5,3.5,18,18
`FS100382,货道3,统一好料道[仙草凉茶](CAN310ml),INTR791011678,饮料,4,4,16,16
`FS100382,货道4,统一蜜桃多(CAN310ml),INTR765012351,饮料,3,3,14,14
`FS100382,货道5,统一果汁[金桔柠檬](CAN310ml),1.56473E+17,开门柜,3,2.5,12,12
`FS100382,货道6,统一鲜橙多(CAN310ml),INTR767011663,饮料,3,3,10,10
`FS100382,货道7,农夫山泉(PET550ml),INTR993012106,矿泉水,2,2,21,21
`FS100382,货道8,康之味油切麦仔茶(PET500ml),INTR114013710,饮料,3.5,3.5,19,19
`FS100382,货道9,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,15,15
`FS100382,货道10,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,13,13
`FS100382,货道11,饮养四季[金桔柠檬](PET500ml),INTR372011680,饮料,3.5,3,10,10
`FS100382,货道12,,,,,,0,0
`FS100382,货道13,可口可乐[自购版](PET500ml),INTR724012203,饮料,3.5,3.5,20,20
`FS100382,货道14,,,,,,0,0
`FS100382,货道15,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,0,0
`FS100382,货道16,,,,,,0,0
`FS100382,货道17,饮养四季[金桔柠檬](PET500ml),INTR372011680,饮料,3.5,3,15,15
`FS100382,货道18,,,,,,0,0
`FS100382,货道19,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,13,13
`FS100382,货道20,,,,,,0,0
`FS100382,货道21,饮养四季[金桔柠檬](PET500ml),INTR372011680,饮料,3.5,3,9,9
`FS100382,货道22,,,,,,0,0
`FS100382,货道23,今麦郎茉莉蜜茶(PET500ml),INTR701012110,饮料,4,3,20,20
`FS100382,货道24,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,18,18
`FS100382,货道25,统一饮养四季[冰糖雪梨](PET500ml),INTR56004726,饮料,3.5,3,15,15
`FS100382,货道26,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,14,14
`FS100382,货道27,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,12,12
`FS100382,货道28,统一鲜橙多(CAN310ml),INTR767011663,饮料,3,3,10,10
`FS100382,货道29,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4,0,0
`FS100382,货道30,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,16,16
`FS100382,货道31,今麦郎芒顿小镇蜜桃水(PET500ml),INTR133012193,饮料,2.5,2.5,17,17
`FS100382,货道32,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,13,13
`FS100382,货道33,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,11,11
`FS100382,货道34,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4,0,0
`FS100486,货道1,,,,,,0,0
`FS100486,货道2,,,,,,0,0
`FS100486,货道3,,,,,,0,0
`FS100486,货道4,,,,,,0,0
`FS100486,货道5,,,,,,0,0
`FS100486,货道6,,,,,,0,0
`FS100486,货道7,,,,,,0,0
`FS100486,货道8,,,,,,0,0
`FS100486,货道9,,,,,,0,0
`FS100486,货道10,,,,,,0,0
`FS100486,货道11,,,,,,0,0
`FS100486,货道13,,,,,,0,0
`FS100486,货道14,,,,,,0,0
`FS100486,货道15,,,,,,0,0
`FS100486,货道16,,,,,,0,0
`FS100486,货道17,,,,,,0,0
`FS100486,货道19,,,,,,0,0
`FS100486,货道21,,,,,,0,0
`FS100486,货道23,,,,,,0,0
`FS100486,货道24,,,,,,0,0
`FS100486,货道25,,,,,,0,0
`FS100486,货道26,,,,,,0,0
`FS100486,货道27,,,,,,0,0
`FS100486,货道28,,,,,,0,0
`FS100486,货道29,,,,,,0,0
`FS100486,货道30,,,,,,0,0
`FS100486,货道31,,,,,,0,0
`FS100486,货道32,,,,,,0,0
`FS100486,货道33,,,,,,0,0
`FS100486,货道34,,,,,,0,0
`FS101405,货道1,乐虎维生素功能饮料(CAN250ml),INTR995012194,饮料,5.5,5.5,11,11
`FS101405,货道2,统一好料道[仙草凉茶](CAN310ml),INTR791011678,饮料,4,4,14,14
`FS101405,货道3,王老吉凉茶(CAN310ml),INTR472012173,饮料,3.5,3.5,14,14
`FS101405,货道4,可口可乐[自购版](CAN330ml),INTR121011635,饮料,3,3,0,0
`FS101405,货道5,统一鲜橙多(CAN310ml),INTR767011663,饮料,3,2.5,8,8
`FS101405,货道6,统一鲜橙多(CAN310ml),INTR767011663,饮料,3,2.5,8,8
`FS101405,货道7,农夫山泉(PET550ml),INTR993012106,矿泉水,2,2,1,1
`FS101405,货道8,农夫山泉(PET550ml),INTR993012106,矿泉水,2,2,16,16
`FS101405,货道9,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,11,11
`FS101405,货道10,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,9,9
`FS101405,货道11,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4,0,0
`FS101405,货道13,可口可乐[自购版](PET500ml),INTR724012203,饮料,3.5,3.5,0,0
`FS101405,货道15,百香公举[百香果](PET480ml),INTR017012171,饮料,4,4,1,1
`FS101405,货道17,统一饮养四季[冰糖雪梨](PET500ml),INTR56004726,饮料,3.5,3,3,3
`FS101405,货道19,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,11,11
`FS101405,货道21,统一双萃[柠檬茶](PET500ml),INTR466012427,饮料,3,3,8,8
`FS101405,货道23,今麦郎茉莉蜜茶(PET500ml),INTR701012110,饮料,4,3,18,18
`FS101405,货道24,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,14,14
`FS101405,货道25,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,15,15
`FS101405,货道26,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,12,12
`FS101405,货道27,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,8,8
`FS101405,货道28,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,0,0
`FS101405,货道29,饮养四季[金桔柠檬](PET500ml),INTR372011680,饮料,3.5,3,18,18
`FS101405,货道30,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4,1,1
`FS101405,货道31,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4,1,1
`FS101405,货道32,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,13,13
`FS101405,货道33,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,9,9
`FS101405,货道34,焕神[热带水果风味]饮料(PET460ml),INTR583011691,饮料,5,5,1,1
`FS101012,货道1,可口可乐[自购版](CAN330ml),INTR121011635,饮料,3,3,9985,9985
`FS101012,货道2,雪碧[自购版](CAN330ml),INTR685011636,饮料,3,3,9987,9987
`FS101012,货道3,统一好料道[仙草凉茶](CAN310ml),INTR791011678,饮料,4,4,9988,9988
`FS101012,货道4,统一绿茶(CAN310ml),INTR838012449,饮料,2.5,2.5,9973,9973
`FS101012,货道5,统一冰红茶(CAN310ml),INTR115011662,饮料,2.5,2.5,9996,9996
`FS101012,货道6,小野[芒果汁](CAN245ml),INTR457012418,饮料,3,3,9990,9990
`FS101012,货道7,怡宝[纯净水](PET555ml),INTR128012109,矿泉水,2,2,9900,9900
`FS101012,货道8,怡宝[纯净水](PET555ml),INTR128012109,矿泉水,2,2,9909,9909
`FS101012,货道9,统一绿茶[茉莉](PET500ml),INTR577011683,饮料,3,3,9985,9985
`FS101012,货道10,饮养四季[金桔柠檬](PET500ml),INTR372011680,饮料,3.5,3.5,9981,9981
`FS101012,货道11,海之言[柠檬](PET500ml),INTR039011682,饮料,4,4,9968,9968
`FS101012,货道13,百事可乐(PET500ml),INTR859012793,饮料,3.5,3,9954,9954
`FS101012,货道14,,,,,0,0,0
`FS101012,货道15,美年达橙味500ml,114732,开门柜,5,3,9983,9983
`FS101012,货道16,,,,,0,0,0
`FS101012,货道17,达利园青梅绿茶(PET500ml),INTR537012876,饮料,3,3,9967,9967
`FS101012,货道19,统一蜜桃多(PET450ml),INTR769012352,饮料,3.5,3.5,9983,9983
`FS101012,货道21,脉动[青柠味](PET600ml),INTR924012868,饮料,4,5,9974,9974
`FS101012,货道23,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,9974,9974
`FS101012,货道24,统一阿萨姆[奶茶原味](PET500ml),INTR230011689,饮料,4.5,4.5,9972,9972
`FS101012,货道25,统一鲜橙多(PET450ml),INTR910011664,饮料,3.5,3.5,9985,9985
`FS101012,货道26,小茗同学[青柠红茶](PET480ml),INTR297011693,饮料,5,5,9994,9994
`FS101012,货道27,小茗同学[溜溜哒茶](PET480ml),INTR973011692,饮料,5,5,9994,9994
`FS101012,货道28,小茗同学[青柠红茶](PET480ml),INTR297011693,饮料,5,5,9998,9998
`FS101012,货道29,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,9982,9982
`FS101012,货道30,统一冰红茶[柠檬](PET500ml),INTR894011688,饮料,3,3,9982,9982
`FS101012,货道31,统一饮养四季[冰糖雪梨](PET500ml),INTR56004726,饮料,3.5,3.5,9999,9999
`FS101012,货道32,统一茶裏王[无糖日式绿茶](PET420ml),INTR185012092,饮料,5,5,9974,9974
